Date,삼성전자,SK하이닉스,NAVER,카카오,POSCO홀딩스
2024-06-24,77957.78125,220046.140625,168075.5625,41986.59765625,348409.90625
2024-06-25,78151.2265625,222019.640625,165587.765625,40938.18359375,348885.875
2024-06-26,78634.8359375,233860.71875,167578.0,41537.27734375,346506.03125
2024-06-27,79277.015625,233663.109375,164592.65625,40339.0859375,344588.96875
2024-06-28,79179.8515625,233663.109375,166085.328125,40588.7109375,347943.8125
2024-07-01,79471.3203125,232675.078125,162104.859375,40938.18359375,355132.75
2024-07-02,79471.3203125,229217.078125,159119.5,39939.69140625,350340.09375
2024-07-03,79471.3203125,233169.109375,159019.984375,40039.5390625,355132.75
2024-07-04,82191.6171875,227241.078125,159019.984375,40239.23828125,359446.09375
2024-07-05,84620.4375,233169.109375,167279.46875,41437.4296875,361363.15625
2024-07-08,84911.90625,230699.078125,169667.75,42336.0703125,361842.40625
2024-07-09,85300.5234375,235639.109375,169866.78125,42385.99609375,357529.03125
2024-07-10,85300.5234375,236133.09375,176633.59375,42685.54296875,353215.71875
2024-07-11,85106.203125,238109.109375,175240.421875,42286.14453125,375261.6875
2024-07-12,81997.3046875,230205.078125,173946.765625,42186.296875,375741.0
2024-07-15,84231.828125,227241.078125,175439.4375,41836.82421875,369989.84375
2024-07-16,85203.359375,230205.078125,170762.390625,40838.33203125,357529.03125
2024-07-17,84231.828125,217855.015625,172553.59375,41137.87890625,350340.09375
2024-07-18,84426.1328125,209950.984375,174046.28125,41087.95703125,351298.625
2024-07-19,81997.3046875,206986.953125,171359.453125,41287.65234375,355132.75
2024-07-22,80637.1640625,202540.9375,171857.015625,40988.10546875,346985.28125
2024-07-23,81511.53125,202540.9375,169767.265625,38791.421875,340275.59375
2024-07-24,79665.6328125,205998.953125,170861.890625,39490.3671875,332128.21875
2024-07-25,78111.1796875,187720.859375,177131.140625,40488.859375,340754.90625
2024-07-26,78596.9375,189499.28125,173946.765625,39739.9921875,341713.4375
2024-07-29,78888.3984375,193253.71875,174145.796875,39889.765625,347943.8125
2024-07-30,78694.1015625,186634.078125,172454.09375,38991.12109375,344588.96875
2024-07-31,81511.53125,192265.71875,173150.671875,39140.89453125,336920.78125
2024-08-01,80734.3046875,190981.296875,174145.796875,39739.9921875,347464.53125
2024-08-02,77333.9453125,171122.40625,170563.359375,39490.3671875,341713.4375
2024-08-05,69367.3828125,154227.515625,155338.046875,36245.26953125,301455.46875
2024-08-06,70436.078125,161736.359375,157626.8125,37942.70703125,316791.8125
2024-08-07,72573.4453125,167269.171875,161905.828125,38242.25390625,312478.46875
2024-08-08,71310.453125,161439.953125,161905.828125,38392.02734375,305768.8125
2024-08-09,72573.4453125,169442.78125,162900.953125,36944.21484375,311999.21875
2024-08-12,73350.6796875,174876.828125,159517.546875,37044.0625,313916.25
2024-08-13,73933.5859375,179718.046875,155636.578125,36345.1171875,311040.65625
2024-08-14,75002.2734375,184460.46875,156532.1875,36744.515625,318708.875
2024-08-16,77916.8671875,197304.515625,156731.203125,36494.890625,316791.8125
2024-08-19,76070.9609375,191574.109375,155835.609375,36594.7421875,309123.65625
2024-08-20,76653.875,197304.515625,155835.609375,36444.96484375,309602.90625
2024-08-21,76070.9609375,190289.6875,155636.578125,36544.81640625,316791.8125
2024-08-22,76070.9609375,188807.671875,163896.0625,37493.3828125,332607.40625
2024-08-23,75488.0390625,183274.859375,164095.09375,37393.53515625,325897.8125
2024-08-26,73933.5859375,177445.640625,169866.78125,38641.6484375,330690.375
2024-08-27,73642.125,172900.8125,167080.453125,37942.70703125,331648.90625
2024-08-28,74225.0390625,177149.25,163000.453125,37093.98828125,322542.96875
2024-08-29,71893.3671875,167664.375,164095.09375,36944.21484375,328294.0625
2024-08-30,72184.8359375,171616.421875,168274.59375,37143.91015625,325897.8125
2024-09-02,72281.9765625,171912.78125,165786.796875,36844.36328125,345068.25
2024-09-03,70436.078125,166281.171875,164493.140625,36145.41796875,344109.6875
2024-09-04,68007.2421875,152943.109375,156731.203125,34098.51171875,333086.71875
2024-09-05,67035.7109375,157487.9375,159019.984375,34398.05859375,328294.0625
2024-09-06,66938.5625,154523.921875,156432.671875,33948.734375,316312.5625
2024-09-09,65578.4140625,155116.71875,154243.40625,33948.734375,316791.8125
2024-09-10,64315.41796875,153634.734375,158223.890625,33998.66015625,317271.09375
2024-09-11,63052.43359375,155314.328125,155636.578125,34398.05859375,327814.84375
2024-09-12,64412.57421875,166775.171875,159219.0,35296.69921875,343630.46875
2024-09-13,62566.66796875,160847.140625,159318.515625,35546.32421875,354653.4375
2024-09-19,61303.671875,150967.09375,159816.078125,35246.77734375,359925.34375
2024-09-20,61206.51953125,155215.515625,159119.5,34847.37890625,359446.09375
2024-09-23,60817.90625,160056.75,165886.296875,35446.47265625,363759.4375
2024-09-24,61400.828125,161538.75,167179.953125,36045.5703125,369510.59375
2024-09-25,60429.29296875,163317.171875,165388.75,35795.9453125,359446.09375
2024-09-26,62858.125,178730.03125,170065.796875,36694.58984375,367114.28125
2024-09-27,62722.32421875,181896.890625,169568.25,36594.7421875,372903.21875
2024-09-30,60084.46484375,172792.171875,168573.125,36095.49609375,371455.96875
2024-10-02,59889.0703125,167349.109375,167378.984375,35945.71875,362290.15625
2024-10-04,59205.18359375,172297.34375,169866.78125,36644.6640625,356018.8125
2024-10-07,59595.9765625,182985.5,165289.234375,36694.58984375,365667.0
2024-10-08,58912.0859375,176156.953125,165388.75,36944.21484375,362772.59375
2024-10-10,57544.30859375,184766.890625,171558.484375,37293.68359375,358430.90625
2024-10-11,57935.10546875,184074.140625,172454.09375,37343.609375,354089.1875
2024-10-14,57935.10546875,184074.140625,172454.09375,37343.609375,354089.1875
2024-10-15,59595.9765625,190902.6875,174344.8125,37593.234375,340099.3125
2024-10-16,58130.5,186746.171875,176136.03125,37543.30859375,335275.1875
2024-10-17,58325.8984375,193970.59375,174145.796875,37293.68359375,330451.125
2024-10-18,57837.40625,185360.671875,175937.0,38441.953125,332863.125
2024-10-21,57642.01171875,188923.390625,175937.0,39340.59375,331415.875
2024-10-22,56371.9296875,185855.484375,170364.34375,37293.68359375,319838.03125
2024-10-23,57739.703125,193970.59375,171658.0,37643.15625,329968.65625
2024-10-24,55297.25,196147.8125,171259.9375,37393.53515625,327556.625
2024-10-25,54613.35546875,198918.8125,166980.9375,36444.96484375,323697.3125
2024-10-28,56762.72265625,193970.59375,169568.25,37393.53515625,337204.875
2024-10-29,58228.1953125,188329.609375,168374.09375,37293.68359375,334310.375
2024-10-30,57739.703125,192980.921875,173548.71875,37293.68359375,328039.0625
2024-10-31,57837.40625,184371.015625,169170.203125,36894.2890625,323697.3125
2024-11-01,56958.1171875,180313.46875,168871.65625,36095.49609375,325144.59375
2024-11-04,57348.9140625,191991.28125,174842.375,37293.68359375,332863.125
2024-11-05,56274.23046875,191199.578125,175638.46875,37693.08203125,327556.625
2024-11-06,55981.13671875,193772.671875,175439.4375,36494.890625,311154.6875
2024-11-07,55981.13671875,193772.671875,178822.84375,36494.890625,311154.6875
2024-11-08,55688.04296875,198423.984375,173747.734375,34947.2265625,308742.625
2024-11-11,53734.08203125,190605.78125,175140.90625,33649.1875,300541.65625
2024-11-12,51780.109375,183876.203125,180514.546875,33199.8671875,294270.3125
2024-11-13,49435.3515625,181006.21875,181310.640625,33349.640625,278833.1875
2024-11-14,48751.46484375,171208.734375,187579.890625,32750.544921875,299094.40625
2024-11-15,52268.59765625,176354.890625,189072.578125,33998.66015625,267737.75
2024-11-18,55394.94140625,169922.1875,189868.671875,35047.078125,279798.0
2024-11-19,55004.15234375,168833.578125,192057.921875,36195.34375,280762.8125
2024-11-20,54027.171875,168833.578125,192157.4375,35446.47265625,284622.09375
2024-11-21,55101.84765625,167052.21875,188774.03125,35097.00390625,293305.5
2024-11-22,54711.05859375,174870.421875,189072.578125,35995.64453125,292823.0625
2024-11-25,56567.32421875,175167.3125,192256.953125,36095.49609375,290893.4375
2024-11-26,56958.1171875,175266.28125,194645.234375,36944.21484375,291858.28125
2024-11-27,55004.15234375,166557.375,202009.109375,38292.17578125,287034.15625
2024-11-28,54222.56640625,159431.9375,203501.796875,38142.40234375,285104.53125
2024-11-29,52952.4921875,158244.359375,205492.03125,40039.5390625,272561.84375
2024-12-02,52366.30078125,157155.75,202506.671875,42086.44921875,270632.21875
2024-12-03,52366.30078125,163192.59375,207979.828125,42885.2421875,265808.09375
2024-12-04,51877.80859375,166260.5,201511.5625,46529.73828125,263396.03125
2024-12-05,52463.99609375,171208.734375,203004.234375,44033.5078125,257124.734375
2024-12-06,52854.79296875,165369.8125,203501.796875,44432.90625,256159.90625
2024-12-09,52170.90625,167151.1875,200516.4375,42236.22265625,244582.03125
2024-12-10,52757.09375,168635.640625,207979.828125,43783.8828125,261466.421875
2024-12-11,52757.09375,170021.15625,216935.890625,44532.75390625,262913.625
2024-12-12,54613.35546875,174276.640625,206984.703125,43634.109375,264843.25
2024-12-13,54808.7578125,173682.859375,208974.953125,45830.79296875,261466.421875
2024-12-16,54320.26171875,177443.5,212955.421875,43883.734375,260983.984375
2024-12-17,52952.4921875,182094.828125,208477.390625,42785.390625,254712.671875
2024-12-18,53636.37890625,181600.015625,211462.75,43334.5625,259054.34375
2024-12-19,51877.80859375,173188.015625,208477.390625,41137.87890625,253747.84375
2024-12-20,51780.109375,166755.3125,208974.953125,40738.484375,250370.96875
2024-12-23,52268.59765625,167843.9375,200018.875,39640.140625,252783.03125
2024-12-24,53147.88671875,166755.3125,201511.5625,39440.4453125,251818.203125
2024-12-26,52366.30078125,168338.75,198924.25,38491.875,246994.109375
2024-12-27,52821.7265625,172693.1875,196734.984375,38791.421875,244582.03125
2024-12-30,52329.90234375,172099.40625,197929.125,38142.40234375,244582.03125
