종목명,PER,시가총액,투자비중
기아,5.911558175758519,46.278834651136,20.0
현대차,6.211439793380621,73.533799530496,20.0
신한지주,8.000703566514854,37.371768733696,20.0
KB금융,8.068115856955751,45.196377063424,20.0
SK하이닉스,10.85001807717817,387.345417240576,20.0
