Date,Close,High,Low,Open,Volume,EMA20,EMA60,EMASignal,Daily_Return,Return_20d,Return_60d,Return_120d,Cumulative_Return,RSI
2023-01-19,58002.16015625,58002.16015625,56964.7231453252,57059.03560086383,12808490,55606.15079464769,53822.51551194326,1,1.8211929271741534,,,,0.10810808188768983,86.5852851610583
2023-01-20,58285.10546875,58756.66781073018,57624.91818997775,58568.04287393811,9646327,55861.28933503839,53968.82993675659,1,0.4878185773388166,,,,0.11351363896813083,87.05875760447705
2023-01-25,59699.7890625,60077.038914395736,59416.8516735782,59888.41398844787,39217,56226.860737653784,54156.730235961295,1,2.4271785773957166,,,,0.1405406034695449,89.89888551919644
2023-01-26,60171.3515625,60265.664025764105,59699.78924617947,60171.3515625,54188,56602.52653049628,54353.93093519207,1,0.789889725583981,,,,0.14954961651246435,87.49989645503456
2023-01-27,60925.84765625,61303.09748693885,60265.66045254451,60737.22274090557,44282,57014.27139961568,54569.40361457101,1,1.2539124918380828,,,,0.163963962753791,88.09511365317292
2023-01-30,59699.7890625,61208.78847008294,59511.164136552135,61208.78847008294,59628,57270.034986557046,54737.6129735195,1,-2.012378392611869,,,,0.1405406034695449,74.15724637579991
2023-01-31,57907.84765625,60077.03413197272,57530.59783438518,59888.40922104031,163847,57330.779050337325,54841.55509426476,1,-3.0015875003745918,,,,0.10630627927910608,53.846101329565954
2023-02-01,57530.60546875,59133.91742443648,57530.60546875,59039.60495645492,98585,57349.8101378052,54929.720680313454,1,-0.6514526144010158,9.909921809945942,,,0.09909921809945965,53.26091458495405
2023-02-02,59888.41796875,60265.667845718504,59039.605745570865,59605.48056102362,65992,57591.58231218089,55092.30091927858,1,4.098362047103321,14.620944093615229,,,0.14414428331405715,62.931070188067
2023-02-03,59888.41796875,60359.98031496063,59416.85562253937,60265.667845718504,47567,57810.328565187476,55249.55065860551,1,0.0,9.861618846103791,,,0.14414428331405715,62.931070188067
2023-02-06,58096.4765625,59416.85102982955,58096.4765625,59228.22610592533,144104,57837.58075540772,55342.892491520084,1,-2.99213348261268,5.841919360810843,,,0.10990995912361834,53.03028829243237
2023-02-07,58473.7265625,58945.28887348791,58096.47671370968,58379.41410030242,32873,57898.16607036889,55445.54278892926,1,0.6493509113141505,5.08474052743586,,,0.11711716955795404,53.383458646616546
2023-02-08,59511.1640625,59699.78898821316,58850.97682250396,59228.22667393027,42558,58051.78492676233,55578.84184707912,1,1.7741942595212112,3.953866024700914,,,0.13693699825237715,57.342640734080156
2023-02-09,59699.7890625,59699.7890625,58756.66443276066,59416.8516735782,48035,58208.73770159449,55713.95487053554,1,0.31695733560497263,4.801333665318763,,,0.1405406034695451,60.431672683226985
2023-02-10,59322.54296875,59416.85543769873,58850.98062400636,59039.605561903816,44786,58314.81439370454,55832.269234411426,1,-0.6319052373117473,3.966957741752264,,,0.13333346766255394,55.30306500834952
2023-02-13,59322.54296875,59416.85543769873,58756.66815505763,59322.54296875,59395,58410.78854370887,55946.70443881597,1,0.0,3.966957741752264,,,0.13333346766255394,54.263571367109186
2023-02-14,59605.4765625,60265.66380290744,59605.4765625,59982.72641416139,70606,58524.56835502231,56066.6641805761,1,0.47694110803551126,3.9473629533663512,,,0.1387388008609609,49.572648967518205
2023-02-15,58662.35546875,60265.6674349377,58473.730531551446,60265.6674349377,58370,58537.69093728209,56151.76881297524,1,-1.5822725496726475,1.8003348432325428,,,0.12072084940246652,43.442628794563205
2023-02-16,60077.03515625,60077.03515625,58850.97321428572,58945.28567135989,41448,58684.295148612364,56280.46607013179,1,2.4115630478793504,4.426217431143131,,,0.14774773927653606,46.51162118687331
2023-02-17,59039.60546875,59699.792750349436,58850.980531150155,59322.54287514976,28613,58718.13422672071,56370.92965697173,1,-1.7268323658147011,3.642399568976651,,,0.12792805983680222,47.2441045031424
2023-02-20,59133.9140625,59416.85145035885,58285.10189892344,59322.53898773923,29846,58757.732306318736,56461.519309612006,1,0.15973784547038683,1.9512271667144976,,,0.12972978781804145,55.96334214517152
2023-02-21,58568.0390625,59228.22629830918,58473.72660024155,59133.91383605073,60971,58739.666283097904,56530.585531018165,1,-0.9569381783216868,0.4854303539035376,,,0.11891897216653802,54.95494924023602
2023-02-22,57624.9140625,58285.10129398527,57530.60160085925,58002.16390906301,39178,58633.499404945724,56566.46515500118,1,-1.6103066025371926,-3.475514792569545,,,0.10090094608069888,37.49994067693869
2023-02-23,58473.7265625,58945.28887348791,58002.1642515121,58190.78917590726,37145,58618.282943760416,56628.998315902776,1,1.472995689120471,-2.821317713358451,,,0.11711716955795404,42.85710341116944
2023-02-24,57813.5390625,59039.60106545677,57813.5390625,58756.66368015906,50792,58541.64066935466,56667.83571743055,1,-1.1290327106044051,-5.108355014295363,,,0.10450455129786662,48.38709102763714
2023-02-27,57059.03515625,57341.972520661155,56776.09779183884,57341.972520661155,11155697,58400.44014429707,56680.66192853938,1,-1.305064381950971,-4.42338900642577,,,0.0900900558018507,42.267996777059906
2023-02-28,57153.35546875,57907.855210911715,57059.043000979786,57341.98040429043,13715861,58281.67017519735,56696.160077398745,1,0.1653030273675471,-1.3029187200649939,,,0.09189200766512373,35.63217351107319
2023-03-02,57341.98046875,58285.10514751234,57059.043065121296,57436.29293662623,13095682,58192.175917440465,56717.33451645944,1,0.330033116083861,-0.327868963768263,,,0.09549561288229147,35.63217351107319
2023-03-03,57059.03515625,57719.22233987603,57059.03515625,57530.59743026859,10711405,58084.25774970804,56728.537816124706,1,-0.49343484509433155,-4.724424034671248,,,0.09009005580185048,36.046450027018146
2023-03-06,58002.16015625,58096.47261178862,57341.972967479676,57624.91033409553,13630602,58076.43893128347,56770.29592563701,1,1.6528933540802981,-3.149620371478601,,,0.10810808188768939,42.70828389755555
2023-03-07,57247.66796875,57907.85524351318,57247.66796875,57907.85524351318,11473280,57997.508363423134,56785.94746803415,1,-1.3008001520417478,-1.4610328267272044,,,0.09369381027370749,37.62376765451145
2023-03-08,56870.4140625,57059.03898476368,56493.16421797264,56681.78914023632,14161857,57890.166049049505,56788.71686457402,1,-0.6589856314425435,-2.7419365828964093,,,0.08648652521202727,39.99997384115213
2023-03-09,56681.7890625,57341.97628951747,56493.164140495006,57059.03890650998,14334499,57775.08252652098,56785.21103499782,1,-0.3316750952308878,-4.754360034074489,,,0.08288291999485953,28.0488168303104
2023-03-10,56115.9140625,56304.538983718485,55738.66422006302,56115.9140625,11902471,57617.066482328504,56763.2668719651,1,-0.9983365192937743,-6.003161914438293,,,0.07207210434335609,29.87013545867309
2023-03-13,56587.4765625,56776.101484375,55927.2893359375,56493.1641015625,12779724,57519.010299487694,56757.50325526132,1,0.8403364854304707,-4.610500948502461,,,0.08108111738627555,33.33336742228231
2023-03-14,55644.35546875,56115.917803230936,55644.35546875,56021.605336334746,12147346,57340.47174417934,56721.00660652324,1,-1.6666604539404384,-6.200320006405658,,,0.06306316592778116,31.76475690256953
2023-03-15,56398.84765625,56870.409927623325,56210.22274770067,56587.472564799325,10482149,57250.79325961464,56710.444017989685,1,1.3559186392656297,-5.37975550432459,,,0.07747743754176328,42.16865365604882
2023-03-16,56493.16796875,56776.105370930716,55738.66822960142,55832.98069699499,10611939,57178.63847000849,56703.32021309658,1,0.16723801357587664,-3.697750427283042,,,0.07927938940503632,36.00005080618929
2023-03-17,57813.5390625,57813.5390625,57153.351830138665,57341.976753670475,14090110,57239.10519310292,56739.72083110981,1,2.3372226080158542,-3.7676561232807826,,,0.1045045512978664,50.0
2023-03-20,56776.10546875,57719.230144310626,56776.10546875,57624.917676754565,9618009,57195.009981259784,56740.91377004883,1,-1.7944474781736997,-3.833867083000886,,,0.08468479723078803,48.235342844891434
2023-03-21,56870.4140625,57247.66390702737,56681.78914023632,57059.03898476368,8318514,57164.09608423504,56745.15968127673,1,0.1661061338592562,-3.8277527132867473,,,0.08648652521202727,48.235267174307836
2023-03-22,57624.9140625,57719.22652414075,57059.039292655485,57530.60160085925,8978591,57207.98351073646,56774.004087218476,1,1.3267003809235733,-1.6103066025371926,,,0.10090094608069844,51.64833114180913
2023-03-23,58756.65625,58756.65625,57153.344602728735,57153.344602728735,15381057,57355.476152571086,56839.00907616213,1,1.9639806946566862,1.9639806946566862,,,0.12252242812901626,59.00000538437611
2023-03-24,59416.84765625,59699.78502604167,58756.66046006945,59133.91028645834,18278602,57551.79724815956,56923.52837386993,1,1.1236027513904068,1.6128971919413093,,,0.1351351210164482,57.73197857181285
2023-03-27,58568.0390625,59228.22629830918,58473.72660024155,59039.60137379228,11039331,57648.58218285865,56977.4467571037,1,-1.4285655116890283,1.3050576253156532,,,0.1189189721665378,57.14285110521206
2023-03-28,59322.54296875,59322.54296875,58568.04321716018,58850.98062400636,11614118,57808.0070196102,57054.33515748555,1,1.2882519516230317,3.966957741752264,,,0.1333334676625535,62.74514421872404
2023-03-29,59133.9140625,59133.9140625,58662.35174940191,58945.28913726076,11216008,57934.2838808378,57122.518072404055,1,-0.31797171329854823,3.4653408841986977,,,0.129729787818041,62.74511874036621
2023-03-30,59950.640625,60424.9336679193,59855.78201641614,60424.9336679193,15684377,58126.3178564723,57215.24340199736,1,1.3811474776332044,4.5493025091305705,14.533302228656098,,0.14533302228656075,69.42477389309123
2023-03-31,60709.51171875,60709.51171875,60424.93588256836,60709.51171875,14094479,58372.33631954637,57329.809576317115,1,1.2658264963286259,6.3977187004714775,16.192442289868758,,0.15983095115386559,70.28956108801043
2023-04-03,59855.78515625,60709.51267828843,59760.92654269018,60709.51267828843,11973133,58513.61716113719,57412.628447790325,1,-1.4062484416858312,3.195786148320301,9.801755958915459,,0.1435208464770743,70.91362866081516
2023-04-04,60330.078125,60519.79535180818,59571.2092177673,60140.36089819183,11120514,58686.61344340984,57508.28253556769,1,0.7923928614617326,5.384341870366849,9.911162289992248,,0.15258202403388532,70.0810148465363
2023-04-05,60614.65234375,60709.51095461659,60140.35928941706,60424.935122016825,9176149,58870.23619582319,57610.130725999894,1,0.47169542555602906,6.583806963555983,8.932257069257155,,0.15801870071703417,70.65145141477416
2023-04-06,59096.91796875,60330.079980939,59096.91796875,60235.22136461677,14992747,58891.82493610193,57658.87784871301,1,-2.5039067557342753,4.260855110954531,3.2302625864331302,,0.129022992237114,56.30588387937816
2023-04-07,61658.09765625,61847.814879807695,60519.79431490385,60519.79431490385,27476120,59155.279480877936,57789.99980961586,1,4.33386338159687,9.87631349562854,8.239090407447215,,0.17795330626748762,70.86359062296128
2023-04-10,62322.109375,62891.261058789954,61373.523235350076,61468.38184931507,18777166,59456.88232793718,57938.59356585796,1,1.0769254063787814,10.134102386004407,9.223910296305649,,0.19063898469796103,72.21646678276595
2023-04-11,62511.82421875,62796.40004979135,62037.531167014415,62796.40004979135,16323183,59747.829174681254,58088.53555447737,1,0.3044101774676067,12.34171676920004,9.55639899547569,,0.19426341094427868,70.87583287305955
2023-04-12,62606.6875,62796.40473484848,61942.6771780303,62416.97026515151,15021313,60020.101396140184,58236.671683838766,1,0.1517525403162745,11.007033125191978,9.181243808136585,,0.1960757360084544,68.04505661737028
2023-04-13,62701.54296875,62701.54296875,62037.532680124816,62227.2499054463,15091022,60275.476784007784,58383.06090629487,1,0.1515101222213655,10.989603209071674,8.809781305259534,,0.19788791181794085,66.25685648420603
2023-04-14,61752.9609375,63175.8402217742,61658.10231854839,63175.8402217742,16176490,60416.18956053085,58493.549431908155,1,-1.5128527725749352,6.814012667069624,7.339320409279426,,0.17976563133166312,65.6088950830468
2023-04-17,61942.6796875,62227.255551301685,61373.52795989664,61658.10382369832,13486618,60561.56957262315,58606.63566979641,1,0.3072221106806827,9.099909506110325,8.738666316852207,,0.18339013220532552,63.593473560055045
2023-04-18,62227.25390625,62606.688381288106,61468.38495617378,62511.82976252858,14802060,60720.206175825704,58725.34446443423,1,0.4594154146796203,9.419379007620531,7.2843730968263465,,0.18882680888847436,65.8902934756479
2023-04-19,62132.390625,62416.966459923664,61942.673401717555,62132.390625,10255985,60854.699932889926,58837.05089592819,1,-0.15244651707260193,7.8220968062723495,6.60080328466206,,0.18701448382429842,62.10528140930055
2023-04-20,61942.6796875,61942.6796875,61278.66933862941,61752.962444965546,9501169,60958.3170523766,58938.87479073382,1,-0.3053333946942405,5.422404270154502,3.756948994663789,,0.1833901322053253,57.3034186155729
2023-04-21,62322.109375,62511.826602929985,62037.53353310502,62416.96798896499,10538622,61088.20203548359,59049.80051480812,1,0.6125496820838627,4.8896261470451785,3.5743884035345452,,0.1906389846979608,65.47622724387021
2023-04-24,61847.81640625,62322.10947685008,61468.38194976994,61942.675020370014,12986581,61160.546261270865,59141.53874075703,1,-0.7610348454287985,5.599943922059669,1.513263722159186,,0.18157780714114957,59.52383403559602
2023-04-25,60330.078125,62037.533166273584,60140.36089819183,61942.6745528695,16193271,61081.454057816496,59180.507245158435,1,-2.453988466271262,1.6984018314601723,1.055764304024831,,0.15258202403388488,48.45361437471477
2023-04-26,60804.375,60994.09223868955,60045.506045241804,60330.08190327613,12664541,61055.06557611969,59233.748810890946,1,0.7861698339214573,2.8248780145593733,5.001959943226075,,0.16164327621804064,60.46513966400195
2023-04-27,61278.6640625,61658.09851489938,60045.50209220201,60804.37099700078,14779601,61076.36067006067,59300.79521258304,1,0.7800245664888461,2.2151947396308547,6.5148950949002415,,0.17070437914750713,46.875002010731194
2023-04-28,62132.390625,62511.82507156488,61658.09756679389,61847.81479007633,19699481,61176.93495148346,59393.63440643278,1,1.393187295384335,2.3437495475862047,3.746922580958656,,0.1870144838242982,48.48483335912269
2023-05-02,62322.109375,62891.261058789954,61752.957691210046,62606.68521689498,14396948,61285.99918229456,59489.64997917268,1,0.3053459686511051,4.120444184821581,4.0637096266592065,,0.19063898469796037,48.48486550127938
2023-05-03,62037.53515625,62227.25238914373,61563.242074015674,61752.959306909404,8876749,61357.57403695698,59573.18719809325,1,-0.4566184001213447,2.8301919777266926,6.7836447697653846,,0.18520230801481152,45.588220154484816
2023-05-04,61752.9609375,62322.11265120968,61373.52646169355,62227.25403225807,9791064,61395.229932246795,59644.65518954921,1,-0.4587129679366919,1.8779429555985327,5.608047524549287,,0.17976563133166268,42.85715966522008
2023-05-08,62511.82421875,62891.25866013847,62037.531167014415,62891.25866013847,9405365,61501.5722452471,59738.660731490214,1,1.2288694658998622,5.778484508795834,5.0421802421788176,,0.19426341094427824,55.8823226619108
2023-05-09,61942.6796875,62416.97279383615,61752.962444965546,62416.97279383615,9366861,61543.58247784262,59810.923648080694,1,-0.9104590025374559,0.46154851036204203,3.756948994663789,,0.18339013220532507,50.0
2023-05-10,61278.6640625,62132.39158039861,60994.088223200466,62132.39158039861,13057727,61518.35215257189,59859.04628461903,1,-1.0719840154638893,-1.674277913511335,3.297432975488679,,0.1707043791475069,43.42101199361713
2023-05-11,60899.234375,61752.961959696266,60899.234375,61373.52747760904,11648905,61459.3885547079,59893.1508121725,1,-0.6191872706510226,-2.579655711385098,2.6578284195951873,,0.1634555266548714,41.772161796150364
2023-05-12,60804.375,61278.668096723864,60330.08190327613,60424.940522620906,8693913,61397.00631140238,59923.02701505209,1,-0.15576447877141408,-2.878785912447457,2.011389735711422,,0.1616432762180402,42.30766387981408
2023-05-15,61183.8125,61278.67112403101,60614.66075581396,60804.37800387597,8172021,61376.702138887864,59964.36424406677,1,0.6240299320567022,-2.4205631901378033,4.29825398435153,,0.168892277965365,42.307724796661695
2023-05-16,62037.53515625,62511.828238484326,61942.676539803135,62416.96962203746,12334657,61439.63861673188,60032.33706085966,1,1.3953407304423848,0.4608268404133975,3.2633101731819547,,0.18520230801481152,51.21952444372129
2023-05-17,61658.09765625,62511.82516225962,61468.38043269231,62511.82516225962,10745504,61460.444239543125,60085.64068693803,1,-0.6116256860372316,-0.45942802714656894,4.435145131323726,,0.17795330626748673,60.00001176565406
2023-05-18,62796.3984375,62796.3984375,62322.10539794184,62606.681221676736,14431704,61587.67797268188,60174.517990235145,1,1.8461496940695987,0.9146226058881934,6.193542966104082,,0.19970008762742664,63.63634905083194
2023-05-19,64883.29296875,64883.29296874999,64029.5654296875,64314.141276041664,20349345,61901.54606754551,60328.90405510448,1,3.323271052442678,4.427485110548979,10.782764810532196,,0.2395693733556783,70.21279858061266
2023-05-22,64978.1484375,65452.441491788326,64503.85538321168,64883.289826642336,14470308,62194.55581706498,60481.338297150236,1,0.1461939806225443,4.900447906538585,12.760512522456313,,0.24138154916516497,67.44188385005967
2023-05-23,64883.29296875,65167.868815104164,64598.71712239583,64978.15158420138,8561643,62450.626021987366,60625.66467982563,1,-0.14598056582242336,4.109590672451469,10.961446760878314,,0.23956937335567852,65.88239340851956
2023-05-24,64978.1484375,65167.865659215335,64503.85538321168,64598.713994069345,8192896,62691.34244251238,60768.36906532315,1,0.1461939806225443,5.061346080010787,12.392615105701488,,0.2413815491651652,68.6747197168417
2023-05-25,65262.734375,66401.0378815407,65167.87574945494,66306.17925599564,14231160,62936.2369122731,60915.725304984684,1,0.4379717556491025,8.176114474408358,14.377563862208763,,0.24681844973034783,72.28920683841763
2023-05-26,66685.59375,66780.45234708393,65926.72497332859,66211.30076458037,19549511,63293.31851586614,61104.90131957535,1,2.1802019002517437,9.672361158222586,16.67835283347796,,0.27400160926405825,74.44445003676442
2023-05-30,68582.78125,68582.78125,67539.33644536653,67634.19506396957,27476897,63797.07687149794,61350.07771073681,1,2.844973544229701,11.919511136943694,19.6030912943022,,0.3102466180006813,83.65383549341996
2023-05-31,67729.046875,68772.49157475491,67349.6124387255,68677.63296568628,25666087,64171.55020516481,61559.224240712654,1,-1.2448232040750074,9.007630631466634,18.69995118131831,,0.29393636406920076,82.07544897524713
2023-06-01,67254.75,67918.76022566996,66970.17418899859,67254.75,14669296,64465.188280863396,61745.96279019748,1,-0.700285766423614,7.914752363915789,15.952146986982507,,0.284875111885045,81.3083202161355
2023-06-02,68487.9140625,68487.9140625,67918.76242209141,68013.62102882618,12161798,64848.305021971646,61967.01037289592,1,1.8335716993967077,10.397542213764366,19.634417422707507,,0.30843421830916107,84.03353754754694
2023-06-05,68013.6484375,68962.23488711646,67729.07250261506,68962.23488711646,12686829,65149.766299641014,62165.260801243596,1,-0.6924807558997936,10.13827904760134,19.594079907267247,,0.2993735631437622,80.00011667602362
2023-06-07,67349.6171875,67918.76888204225,67159.89995598592,67634.19303477113,14796613,65359.27590800854,62335.23969915364,1,-0.976320584551793,7.739004627062118,18.820556481089824,,0.28668751157656547,73.72879551881336
2023-06-08,67254.75,67254.75,66401.02256699577,66780.45698166432,19165568,65539.79725010296,62496.53511885351,1,-0.14085779765591333,8.575783836442529,19.849691702596072,,0.284875111885045,75.6521156854748
2023-06-09,68298.2109375,68582.78681640625,67159.907421875,67444.48330078126,15050209,65802.50331556934,62686.7539981534,1,1.5515051910831579,11.455123871239348,20.694922421687558,,0.304810015944877,75.43858064805109
2023-06-12,67349.6171875,68677.63780809859,67159.89995598592,68393.06196082746,12064287,65949.84749384844,62839.63475845984,1,-1.3888998510781847,10.591894756476572,21.03584742808946,,0.28668751157656547,62.74505370904703
2023-06-13,68298.2109375,68487.92819010417,67918.77643229166,68013.63505859375,13227285,66173.5011551486,63018.60446924804,1,1.4084619773845786,12.32450121804558,21.098592924764013,,0.3048100159448772,65.76575005731746
2023-06-14,68203.359375,68487.9352833797,67444.49028598749,68393.07664725312,12541046,66366.82098561064,63188.59643337106,1,-0.1388785463016018,11.472882431116883,20.728508999048636,,0.3029979147627353,65.76577445554891
2023-06-15,67823.90625,68582.77513111889,67634.18902972028,68393.05791083917,13614994,66505.59101079058,63340.57380440807,1,-0.5563554764416612,9.32720985638169,17.314918529166977,,0.2957486145060322,63.15781488746086
2023-06-16,68108.5,68203.3586350975,67254.77228412256,68108.5,15373696,66658.2490097629,63496.89925344387,1,0.4196068403240938,10.461565615779511,19.95979547679161,,0.3011856643259041,63.15784150395973
2023-06-19,67539.3359375,68013.62902694874,67254.76008383076,67634.19455538974,11100887,66742.16205049977,63629.43816111784,1,-0.8356725849196556,7.552881404051459,18.760056614455035,,0.29031201245022786,54.285743419354894
2023-06-20,67729.046875,67729.046875,66780.46078431372,67065.03661151961,11557883,66836.15108140455,63763.85156157299,1,0.2808895510544529,4.385957888451508,17.534313025683733,,0.293936364069201,44.827595999833385
2023-06-21,66875.3359375,67539.34636524823,66780.47730496454,67065.05320257093,10626603,66839.88297246126,63865.867442750925,1,-1.2604797747642893,2.9197315491758413,13.817463766073313,,0.27762655790178825,44.82772330840164
2023-06-22,67634.203125,67823.92038481767,66495.89956609397,66590.7581960028,11411007,66915.53251079828,63989.41943233286,1,1.1347489726394988,4.239781969104017,13.830009152102196,,0.2921244121417481,52.22231779922364
2023-06-23,67918.7734375,68487.92517021648,67918.7734375,68298.20792597765,12329484,67011.07926572225,64118.2507111908,1,0.420749117091046,4.525559854677108,15.965592368598003,,0.29756101419755243,46.250095227506236
2023-06-26,68677.6484375,68772.50706793854,67823.92076355318,68013.63802443024,10541901,67169.8001392249,64267.73916123372,1,1.1173273037657694,5.232563568173365,15.769899604064674,,0.3120590176922018,54.2167598741005
2023-06-27,68867.359375,68867.359375,68298.2076446281,68772.50075327135,9442997,67331.47244739396,64418.546381357206,1,0.27623388659361314,3.2717195758641626,16.460005170996283,,0.3156833693111749,60.25636829184595
2023-06-28,68962.21875,68962.21875,68298.2083906465,68867.36012723521,8783093,67486.78161907072,64567.51924590287,1,0.13774214063220214,0.5532547573666724,15.031662766322619,31.749561974800745,0.3174956197480061,61.53848590500847
2023-06-29,69020.3671875,69973.68717627763,69020.3671875,69687.69117964435,12229967,67632.83738749256,64713.51426038146,1,0.08431926720744443,1.9065974970580157,13.689544246792561,32.098658088569245,0.3186065224000678,55.62979168138531
2023-06-30,68829.6953125,69306.35525233726,68353.03537266275,69115.69127640236,11694765,67746.82385654088,64848.471016188625,1,-0.27625450685015984,2.3417607120686634,14.992552737925235,26.263842128223814,0.3149638124543175,63.084647898997154
2023-07-03,69592.3671875,69783.03120719177,69211.03914811644,69306.37115796233,10722181,67922.5898880608,65004.008595575884,1,1.1080564450232089,1.612624855229372,15.352688659393321,26.78548083829526,0.3295343537279405,61.82988593742412
2023-07-04,69592.3671875,70164.35924657535,69497.0351776541,69973.69522688356,10214350,68081.6162975312,65154.446582196346,1,0.0,2.3211793313083984,14.811129812040736,25.066355070970747,0.3295343537279405,62.92098412647656
2023-07-05,68639.0390625,69878.35504557291,68543.70706380208,69592.35904947917,12310610,68134.70417990918,65268.69551597679,1,-1.369874547350125,1.9145199762758525,16.146563004852133,19.89840197502586,0.3113214010179455,56.85114195548797
2023-07-06,68257.703125,69020.35902583798,68162.37113739525,68543.69908781424,14777667,68146.41836515593,65366.69576545296,1,-0.5555671272623353,1.4912747798482728,10.703550254734505,19.824515844475844,0.30403613038113386,51.23397601571385
2023-07-07,66637.0625,68067.04238197424,66541.73050786839,67781.0464055794,17308877,68002.67018752203,65408.347133798765,1,-2.3742970401921193,-2.4321990498698765,6.923631385831919,16.786171230413572,0.27307443913445884,43.64336673531999
2023-07-10,66255.7421875,67113.73021582734,65969.74617805755,66732.4022032374,11713926,67836.29609228183,65436.13057818241,1,-0.572234576666697,-1.624174042377513,5.989135680393476,16.117880377867966,0.26578946700702577,39.89324243934595
2023-07-11,68162.375,68162.375,66827.7270979021,66923.0590909091,12177392,67867.35122635023,65525.515641192826,1,2.8776868986001736,-0.19888652372506144,8.873952163656629,18.869935155355954,0.30221492466294797,57.71455116419991
2023-07-12,68543.7109375,68639.04294158553,67781.05490481573,67876.38690890126,10375581,67931.76643693593,65624.47286402257,1,0.5594522454653417,0.4990246310722979,9.317422972608025,18.948048865040334,0.3095001952997596,55.71004654676012
2023-07-13,68543.7109375,69211.03496609876,68543.7109375,69020.37095792768,14417279,67990.04686556107,65720.18558774314,1,0.0,1.0612846226325967,10.99663869862515,19.143037656247497,0.3095001952997596,54.068851858633955
2023-07-14,69973.6875,69973.6875,69020.36750681199,69115.69950613078,15882519,68178.96502122193,65859.64466683353,1,2.0862257717617405,2.738553190864579,12.965225032265849,22.836879101916765,0.33681932585537355,57.760124840838216
2023-07-17,69878.34375,70069.00771657571,69401.6838335607,69783.01176671214,10060049,68340.81061443889,65991.40529251112,1,-0.13625657501614707,3.463178575910919,12.29540010760708,20.47541602201912,0.3349978216278091,56.12252815569993
2023-07-18,68639.0390625,70069.01904296875,68639.0390625,69783.023046875,11697900,68369.21332377804,66078.21295710091,1,-1.7735175463428177,1.3435774301969294,10.472232553823456,17.764287308875737,0.3113214010179455,48.281089113107306
2023-07-19,68353.0546875,69401.70685146443,67971.72662787657,69306.37483655858,10896412,68367.67440603727,66152.79793186809,1,-0.41664973593175114,2.2096617972596544,10.348882276873162,14.494633500196885,0.3058577838633876,46.53471853716244
2023-07-20,67685.71875,68162.37874119719,67495.05475352112,67781.05074823943,9732730,68302.72624831944,66203.05763082323,1,-0.9763074094507718,0.07616800763481368,8.606270597688681,12.488280539443796,0.29310859756263974,44.33967004956446
2023-07-21,67018.390625,67113.7226173542,66160.40269381224,67113.7226173542,16528926,68180.40856990806,66229.78986014049,1,-0.985921605508544,-1.3256759021547215,8.360156460151913,9.999931397138306,0.2803595605165812,37.14280362423639
2023-07-24,67113.7265625,67590.38655229048,66637.06657270952,66827.73056862572,13418597,68078.81980729777,66258.77139136539,1,0.14225339733007214,-2.2771919402908014,11.24422286250768,12.418699657779886,0.28218091548945634,37.73581988239351
2023-07-25,66732.3984375,67209.05842633928,66541.73444196429,66732.3984375,14314945,67950.58920065036,66274.30014697635,1,-0.5681820166026474,-3.100105705918832,9.749337013167224,15.238954888522027,0.274895794107334,40.0
